Serial Number,PMID,Journal/Book,Publication year,Title,DOI,Citation,Authors,Keywords flagged,Self-reported study aim,Study category,Study location,,,Study population,Pathogen,Programming language,Population size,Age,Sex,Race/ethnicity,Income,Vaccination,Screening and/or testing,Masking,Contact tracing,School closure,Social distancing
40,34919576,PLoS One,2021,Estimating the impact of interventions against COVID-19: From lockdown to vaccination,10.1371/journal.pone.0261330,"Thompson J, Wattam S. Estimating the impact of interventions against COVID-19: From lockdown to vaccination. Simuunza MC, ed. PLoS ONE. 2021;16(12):e0261330. doi:10.1371/journal.pone.0261330","Thompson J, Wattam S.","disease, pandemic, agent-based model","to estimate the impact of interventions including testing, contact tracing, lockdown, curfew and vaccination",Intervention Impact Assessment,Luxembourg,,Luxembourg,General,SARS-CoV-2,Python,626108,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
41,35303953,Infect Dis Poverty,2022,Cost-effectiveness analysis on COVID-19 surveillance strategy of large-scale sports competition,10.1186/s40249-022-00955-3,"Wang X, Cai Y, Zhang B, et al. Cost-effectiveness analysis on COVID-19 surveillance strategy of large-scale sports competition. Infect Dis Poverty. 2022;11(1):32. doi:10.1186/s40249-022-00955-3","Wang X, Cai Y, Zhang B, Zhang X, Wang L, Yan X, Zhao M, Zhang Y, Jia Z.","model, transmission, disease, infections",optimize COVID-19 surveillance strategies through cost-effectiveness analysis for the 2020 and 2022 Olympic Games,Intervention Impact Assessment,Pyeongchang (South Korea),,South Korea,Workplace,SARS-CoV-2,MATLAB,6000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
42,37162134,HERD,2023,Resilient Hospital Design: From Crimean War to COVID-19,10.1177/19375867231174238,"Tang K, Chen B. Resilient Hospital Design: From Crimean War to COVID-19. HERD. 2023;16(4):36-55. doi:10.1177/19375867231174238","Tang K, Chen B.","infected, disease",improve hospital building layouts to streamline patient pathways to reduce the risk of hospital-related infections,Understanding Epidemic Spread,,,Theoretical,Hospital or Healthcare Facility,SARS-CoV-2,Python,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43,35285285,J R Soc Interface,2022,Estimating data-driven coronavirus disease 2019 mitigation strategies for safe university reopening,10.1098/rsif.2021.0920,"Yang Q, Gruenbacher DM, Scoglio CM. Estimating data-driven coronavirus disease 2019 mitigation strategies for safe university reopening. J R Soc Interface. 2022;19(188):20210920. doi:10.1098/rsif.2021.0920","Yang Q, Gruenbacher DM, Scoglio CM.","agent-based model, simulate",estimates immunization levels required for safe university reopening.,Intervention Impact Assessment,Kansas (US),Kansas,US,University/School,SARS-CoV-2,JAVA,26000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
44,33430832,BMC Public Health,2021,Simulating preventative testing of SARS-CoV-2 in schools: policy implications,10.1186/s12889-020-10153-1,"Asgary A, Cojocaru MG, Najafabadi MM, Wu J. Simulating preventative testing of SARS-CoV-2 in schools: policy implications. BMC Public Health. 2021;21(1):125. doi:10.1186/s12889-020-10153-1","Asgary A, Cojocaru MG, Najafabadi MM, Wu J.",agent-based model,evaluates COVID-19 testing strategies to ensure safe school operations,Intervention Impact Assessment,Ontario (Canada),,Canada,University/School,SARS-CoV-2,Other/Unknown,500,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
45,38620972,IFAC Pap OnLine,2022,Contact Tracing for Disease Containment: a Network-Based Analysis,10.1016/j.ifacol.2022.09.136,"Gigler F, Urach C, Bicher M. Contact Tracing for Disease Containment: a Network-Based Analysis*. IFAC-PapersOnLine. 2022;55(20):451-456. doi:10.1016/j.ifacol.2022.09.136","Gigler F, Urach C, Bicher M.","pandemic, disease","evaluates the effectiveness of the test, trace, and isolate strategy for controlling COVID-19.",Intervention Impact Assessment,,,Theoretical,Theoretical,SARS-CoV-2,Other/Unknown,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
46,37515954,Epidemics,2023,The role of regular asymptomatic testing in reducing the impact of a COVID-19 wave,10.1016/j.epidem.2023.100699,"Silva MEP, Fyles M, Pi L, et al. The role of regular asymptomatic testing in reducing the impact of a COVID-19 wave. Epidemics. 2023;44:100699. doi:10.1016/j.epidem.2023.100699","Silva MEP, Fyles M, Pi L, Panovska-Griffiths J, House T, Jay C, Fearon E.","infection, transmission",evaluate the impact of regular asymptomatic COVID-19 testing on controlling infection rates compared to lockdown measures.,Intervention Impact Assessment,UK,,UK,General,SARS-CoV-2,Python,1.00E+05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
47,34097433,Ann Intern Med,2021,Passing the Test: A Model-Based Analysis of Safe School-Reopening Strategies,10.7326/M21-0600,"Bilinski A, Salomon JA, Giardina J, Ciaranello A, Fitzpatrick MC. Passing the Test: A Model-Based Analysis of Safe School-Reopening Strategies. Ann Intern Med. 2021;174(8):1090-1100. doi:10.7326/M21-0600","Bilinski A, Salomon JA, Giardina J, Ciaranello A, Fitzpatrick MC.","transmission, agent-based, model, simulate transmission",assess the risk for SARS-CoV-2 transmission in schools,Understanding Epidemic Spread,US,,US,Theoretical,SARS-CoV-2,R,1089,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
48,36168021,Sci Rep,2022,Predicting and preventing COVID-19 outbreaks in indoor environments: an agent-based modeling study,10.1038/s41598-022-18284-8,"Reveil M, Chen YH. Predicting and preventing COVID-19 outbreaks in indoor environments: an agent-based modeling study. Sci Rep. 2022;12(1):16076. doi:10.1038/s41598-022-18284-8","Reveil M, Chen YH.","agent-based modeling, individual-based",evaluate facility usage policies that aim to lower the probability of outbreak,Understanding Epidemic Spread,US,,US,Workplace,SARS-CoV-2,Python,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49,34982766,PLoS Comput Biol,2022,Microsimulation based quantitative analysis of COVID-19 management strategies,10.1371/journal.pcbi.1009693,"Reguly IZ, Csercsik D, Juhász J, et al. Microsimulation based quantitative analysis of COVID-19 management strategies. Struchiner CJ, ed. PLoS Comput Biol. 2022;18(1):e1009693. doi:10.1371/journal.pcbi.1009693","Reguly IZ, Csercsik D, Juhász J, Tornai K, Bujtár Z, Horváth G, Keömley-Horváth B, Kós T, Cserey G, Iván K, Pongor S, Szederkényi G, Röst G, Csikász-Nagy A.","pandemic, simulation, disease, agent-based",predict and control disease spreading using effective non-pharmaceutical interventions,Intervention Impact Assessment,Szeged (Hungary),,Hungary,General,SARS-CoV-2,Other/Unknown,179500,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
50,33823822,BMC Public Health,2021,Homebound by COVID19: the benefits and consequences of non-pharmaceutical intervention strategies,10.1186/s12889-021-10725-9,"Oruc BE, Baxter A, Keskinocak P, Asplund J, Serban N. Homebound by COVID19: the benefits and consequences of non-pharmaceutical intervention strategies. BMC Public Health. 2021;21(1):655. doi:10.1186/s12889-021-10725-9","Oruc BE, Baxter A, Keskinocak P, Asplund J, Serban N.","agent-based simulation model, disease, infection",evaluates the tradeoffs between potential benefits of NPIs for COVID-19 and being homebound,Intervention Impact Assessment,Georgia (US),Georgia,US,General,SARS-CoV-2,C Family,6.00E+05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
51,36183539,Soc Sci Med,2022,Health behavior homophily can mitigate the spread of infectious diseases in small-world networks,10.1016/j.socscimed.2022.115350,"Nunner H, Buskens V, Teslya A, Kretzschmar M. Health behavior homophily can mitigate the spread of infectious diseases in small-world networks. Social Science & Medicine. 2022;312:115350. doi:10.1016/j.socscimed.2022.115350","Nunner H, Buskens V, Teslya A, Kretzschmar M.","disease, model, agent-based simulation, simulation",examine how health behavior homophily and small-world network properties affect infectious disease spread and how micro-level behavioral adaptations can reduce epidemics,Behavioral Influence on Spread,Theoretical,,Theoretical,Theoretical,Generic respiratory viruses,"R, JAVA",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52,35590305,BMC Infect Dis,2022,Testing and vaccination to reduce the impact of COVID-19 in nursing homes: an agent-based approach,10.1186/s12879-022-07385-4,"Gómez Vázquez JP, García YE, Schmidt AJ, Martínez-López B, Nuño M. Testing and vaccination to reduce the impact of COVID-19 in nursing homes: an agent-based approach. BMC Infect Dis. 2022;22(1):477. doi:10.1186/s12879-022-07385-4","Gómez Vázquez JP, García YE, Schmidt AJ, Martínez-López B, Nuño M.","epidemic, agent-based model, simulate, transmission","quantify the effect of testing and vaccine strategies on the attack rate, length of the epidemic, and hospitalization",Intervention Impact Assessment,Los Angeles (US),California,US,Hospital or Healthcare Facility,SARS-CoV-2,R,342,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
53,36266440,Sci Rep,2022,Individual-based modeling reveals that the COVID-19 isolation period can be shortened by community vaccination,10.1038/s41598-022-21645-y,"Sararat C, Wangkanai J, Wilasang C, Chantanasaro T, Modchang C. Individual-based modeling reveals that the COVID-19 isolation period can be shortened by community vaccination. Sci Rep. 2022;12(1):17543. doi:10.1038/s41598-022-21645-y","Sararat C, Wangkanai J, Wilasang C, Chantanasaro T, Modchang C.","individual-based modeling, infections",investigate how the isolation duration could be shortened when effective vaccines are available,Intervention Impact Assessment,Singapore,,Singapore,General,SARS-CoV-2,Other/Unknown,1.00E+06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
54,32647358,Nat Med,2020,Revealing COVID-19 transmission in Australia by SARS-CoV-2 genome sequencing and agent-based modeling,10.1038/s41591-020-1000-7,"Rockett RJ, Arnott A, Lam C, et al. Revealing COVID-19 transmission in Australia by SARS-CoV-2 genome sequencing and agent-based modeling. Nat Med. 2020;26(9):1398-1404. doi:10.1038/s41591-020-1000-7","Rockett RJ, Arnott A, Lam C, Sadsad R, Timms V, Gray KA, Eden JS, Chang S, Gall M, Draper J, Sim EM, Bachmann NL, Carter I, Basile K, Byun R, O'Sullivan MV, Chen SC, Maddocks S, Sorrell TC, Dwyer DE, Holmes EC, Kok J, Prokopenko M, Sintchenko V.","infected, agent-based model","Assess the value of near real-time genome sequencing of SARS-CoV-2 in tracking COVID-19 transmission, comparing genomic data with predictions from a computational agent-based model","Understanding Epidemic Spread, Intervention Impact Assessment",Australia,,Australia,General,SARS-CoV-2,Other/Unknown,2.40E+07,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
55,37247670,Chemosphere,2023,Spatiotemporal transmission of infectious particles in environment: A case study of Covid-19,10.1016/j.chemosphere.2023.139065,"Karimian H, Fan Q, Li Q, Chen Y, Shi J. Spatiotemporal transmission of infectious particles in environment: A case study of Covid-19. Chemosphere. 2023;335:139065. doi:10.1016/j.chemosphere.2023.139065","Karimian H, Fan Q, Li Q, Chen Y, Shi J.","transmission, epidemiological, multi-agent model, simulate",explores the dynamic transmission of infectious particles due to COVID-19 in the environment,Understanding Epidemic Spread,,,Theoretical,General,SARS-CoV-2,NetLogo,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
56,33606714,PLoS One,2021,"INFEKTA-An agent-based model for transmission of infectious diseases: The COVID-19 case in Bogotá, Colombia",10.1371/journal.pone.0245787,"Gomez J, Prieto J, Leon E, Rodríguez A. INFEKTA—An agent-based model for transmission of infectious diseases: The COVID-19 case in Bogotá, Colombia. Smith RL, ed. PLoS ONE. 2021;16(2):e0245787. doi:10.1371/journal.pone.0245787","Gomez J, Prieto J, Leon E, Rodríguez A.","models, model, agent-based model, simulating, transmission",develop and use the INFEKTA agent-based model to simulate and evaluate the impact of social distancing policies on the transmission dynamics of infectious diseases like COVID-19,Understanding Epidemic Spread,Bogota (Colombia),,Colombia,General,SARS-CoV-2,Other/Unknown,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,35190590,Sci Rep,2022,Model based estimation of the SARS-CoV-2 immunization level in austria and consequences for herd immunity effects,10.1038/s41598-022-06771-x,"Bicher M, Rippinger C, Schneckenreither G, et al. Model based estimation of the SARS-CoV-2 immunization level in austria and consequences for herd immunity effects. Sci Rep. 2022;12(1):2872. doi:10.1038/s41598-022-06771-x","Bicher M, Rippinger C, Schneckenreither G, Weibrecht N, Urach C, Zechmeister M, Brunmeir D, Huf W, Popper N.",agent-based simulation model,"estimate the level of immunization against COVID-19 using an agent-based simulation model, and to assess its potential impact on herd immunity and the effective reproduction number of the virus","Understanding Epidemic Spread, Intervention Impact Assessment",Austria,,Austria,General,SARS-CoV-2,Other/Unknown,140000,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
58,33177237,Proc Natl Acad Sci U S A,2020,Network interventions for managing the COVID-19 pandemic and sustaining economy,10.1073/pnas.2014297117,"Nishi A, Dewey G, Endo A, et al. Network interventions for managing the COVID-19 pandemic and sustaining economy. Proc Natl Acad Sci USA. 2020;117(48):30285-30294. doi:10.1073/pnas.2014297117","Nishi A, Dewey G, Endo A, Neman S, Iwamoto SK, Ni MY, Tsugawa Y, Iosifidis G, Smith JD, Young SD.","agent-based simulations, network-based, model, transmission","evaluate two network intervention strategies for reducing COVID-19 transmission while sustaining economic activities, and to determine their effectiveness in controlling the spread of the virus","Intervention Impact Assessment, Understanding Epidemic Spread",Pasadena (US),California,US,General,SARS-CoV-2,Other/Unknown,10000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
59,36989916,Epidemics,2023,On the contact tracing for COVID-19: A simulation study,10.1016/j.epidem.2023.100677,"Berec L, Diviák T, Kuběna A, et al. On the contact tracing for COVID-19: A simulation study. Epidemics. 2023;43:100677. doi:10.1016/j.epidem.2023.100677","Berec L, Diviák T, Kuběna A, Levínský R, Neruda R, Suchopárová G, Šlerka J, Šmíd M, Trnka J, Tuček V, Vidnerová P, Zajíček M.","pandemic, agent-based model",investigate the impact of four types of contact tracing strategies to prevent the spread of COVID-19,Intervention Impact Assessment,Czech Republic,,Czech Republic,General,SARS-CoV-2,Other/Unknown,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
60,35444977,Front Public Health,2022,The Influence of a School Social Network Intervention on Adolescent's Health Behaviors: A Gender-Specific Agent-Based Model,10.3389/fpubh.2022.861743,"Zhang S, Xiao T, He J. The Influence of a School Social Network Intervention on Adolescent’s Health Behaviors: A Gender-Specific Agent-Based Model. Front Public Health. 2022;10:861743. doi:10.3389/fpubh.2022.861743","Zhang S, Xiao T, He J.",agent-based model,examine the effectiveness of centrality-based methods integrated with of gender contexts in a social network intervention to improve adolescent's health behavior,"Behavioral Influence on Spread, Intervention Impact Assessment",Tianjin (China),,China,University/School,SARS-CoV-2,NetLogo,234,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
61,32898813,Comput Methods Programs Biomed,2020,Viral disease spreading in grouped population,10.1016/j.cmpb.2020.105715,Gwizdałła T. Viral disease spreading in grouped population. Computer Methods and Programs in Biomedicine. 2020;197:105715. doi:10.1016/j.cmpb.2020.105715,Gwizdałła T.,"cellular automata (ca), disease, modeling, infection",propose a new approach to modeling disease spread by creating a network that simulates individual contacts within a community,Theoretical Advancements,Lodz (Poland),,Poland,General,"SARS-CoV-2, Influenza Virus",Other/Unknown,7.00E+05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
62,34530391,Comput Methods Programs Biomed,2021,"A model based on cellular automata for investigating the impact of lockdown, migration and vaccination on COVID-19 dynamics",10.1016/j.cmpb.2021.106402,"Jithesh PK. A model based on cellular automata for investigating the impact of lockdown, migration and vaccination on COVID-19 dynamics. Computer Methods and Programs in Biomedicine. 2021;211:106402. doi:10.1016/j.cmpb.2021.106402",Jithesh PK.,"cellular automata, infection, pandemic, model","Forecasts COVID-19 spread in clusters and evaluates the impact of interventions
","Intervention Impact Assessment, Forecasting",Kerala (India),,India,General,SARS-CoV-2,Python,2.10E+08,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
63,33633517,Perspect Health Inf Manag,2020,A Simulation Study of Coronavirus as an Epidemic Disease Using Agent-Based Modeling,https://pmc.ncbi.nlm.nih.gov/articles/PMC7883357/,"Alzu’bi AA, Alasal SIA, Watzlaf VJM. A Simulation Study of Coronavirus as an Epidemic Disease Using Agent-Based Modeling. Perspect Health Inf Manag. 2020;18(Winter):1g.","Alzu'bi AA, Alasal SIA, Watzlaf VJM.","simulation, simulate, agent-based modeling",clarify the effects of preventative techniques that suppress the spread of epidemics,"Understanding Epidemic Spread, Intervention Impact Assessment",,,Theoretical,General,SARS-CoV-2,NetLogo,1000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,37006137,Epidemiol Infect,2023,Risk-adjusted policies to minimise perioperative staffing shortages during a pandemic: An agent-based simulation study,10.1017/S0950268823000511,"Prabhu VG, Hand WR, Isik T, Song Y, Taaffe KM. Risk-adjusted policies to minimise perioperative staffing shortages during a pandemic: An agent-based simulation study. Epidemiol Infect. 2023;151:e66. doi:10.1017/S0950268823000511","Prabhu VG, Hand WR, Isik T, Song Y, Taaffe KM.","infection, agent-based simulation model, simulation",evaluate staffing policies to reduce healthcare worker infections and improve availability during a pandemic,Intervention Impact Assessment,South Carolina (US),South Carolina,US,Hospital or Healthcare Facility,SARS-CoV-2,Other/Unknown,Unknown,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
65,35305778,Am J Prev Med,2022,Impact of Low Rates of Influenza on Next-Season Influenza Infections,10.1016/j.amepre.2021.11.007,"Krauland MG, Galloway DD, Raviotta JM, Zimmerman RK, Roberts MS. Impact of Low Rates of Influenza on Next-Season Influenza Infections. American Journal of Preventive Medicine. 2022;62(4):503-510. doi:10.1016/j.amepre.2021.11.007","Krauland MG, Galloway DD, Raviotta JM, Zimmerman RK, Roberts MS.","agent-based model, epidemiological, simulation",estimate the potential impact of reduced residual immunity from influenza season on cases and hospitalizations to explore different levels of cross-immunity and strain transmissibility,Forecasting,"Allegheny County (PA, US)",Pennsylvania,US,General,Influenza Virus,C Family,1.20E+07,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
